index,type,size,datatype,number of elements
6540,h2d,1229600,double,153700
6541,h2d,1229600,double,153700
6542,h2d,1229600,double,153700
6543,h2d,1229600,double,153700
6544,h2d,1229600,double,153700
6545,h2d,1229600,double,153700
6546,h2d,1229600,double,153700
6547,h2d,1229600,double,153700
6548,h2d,1229600,double,153700
6549,h2d,1229600,double,153700
6550,h2d,1229600,double,153700
6551,h2d,1229600,double,153700
6552,h2d,1229600,double,153700
6553,d2h,2048,double,256
6554,h2d,1229600,double,153700
6555,h2d,1229600,double,153700
6556,h2d,1229600,double,153700
6557,h2d,1229600,double,153700
6558,h2d,1229600,double,153700
6559,h2d,1229600,double,153700
6560,h2d,1229600,double,153700
6561,h2d,1229600,double,153700
6562,h2d,1229600,double,153700
6563,h2d,1229600,double,153700
6564,h2d,1229600,double,153700
6565,h2d,1229600,double,153700
6566,h2d,1229600,double,153700
6567,h2d,1229600,double,153700
6568,h2d,1229600,double,153700
6569,h2d,1229600,double,153700
6570,h2d,1229600,double,153700
6571,h2d,1229600,double,153700
6572,h2d,1229600,double,153700
6573,h2d,1229600,double,153700
6574,h2d,1229600,double,153700
6575,h2d,1229600,double,153700
6576,h2d,1229600,double,153700
6577,h2d,1229600,double,153700
6578,d2h,2048,double,256
6579,h2d,1229600,double,153700
6580,h2d,1229600,double,153700
6581,h2d,1229600,double,153700
6582,h2d,1229600,double,153700
6583,h2d,1229600,double,153700
6584,h2d,1229600,double,153700
6585,h2d,1229600,double,153700
6586,h2d,1229600,double,153700
6587,h2d,1229600,double,153700
6588,h2d,1229600,double,153700
6589,h2d,1229600,double,153700
6590,h2d,1229600,double,153700
6591,h2d,1229600,double,153700
6592,h2d,1229600,double,153700
6593,h2d,1229600,double,153700
6594,h2d,1229600,double,153700
6595,h2d,1229600,double,153700
6596,h2d,1229600,double,153700
6597,h2d,1229600,double,153700
6598,h2d,1229600,double,153700
6599,h2d,1229600,double,153700
6600,h2d,1229600,double,153700
6601,h2d,1229600,double,153700
6602,h2d,1229600,double,153700
6603,d2h,2048,double,256
6604,h2d,1229600,double,153700
6605,h2d,1229600,double,153700
6606,h2d,1229600,double,153700
6607,h2d,1229600,double,153700
6608,h2d,1229600,double,153700
6609,h2d,1229600,double,153700
6610,h2d,1229600,double,153700
6611,h2d,1229600,double,153700
6612,h2d,1229600,double,153700
6613,h2d,1229600,double,153700
6614,h2d,1229600,double,153700
6615,h2d,1229600,double,153700
6616,h2d,1229600,double,153700
6617,h2d,1229600,double,153700
6618,h2d,1229600,double,153700
6619,h2d,1229600,double,153700
6620,h2d,1229600,double,153700
6621,h2d,1229600,double,153700
6622,h2d,1229600,double,153700
6623,h2d,1229600,double,153700
6624,h2d,1229600,double,153700
6625,h2d,1229600,double,153700
6626,h2d,1229600,double,153700
6627,h2d,1229600,double,153700
6628,d2h,2048,double,256
6629,h2d,1229600,double,153700
6630,h2d,1229600,double,153700
6631,h2d,1229600,double,153700
6632,h2d,1229600,double,153700
6633,h2d,1229600,double,153700
6634,h2d,1229600,double,153700
6635,h2d,1229600,double,153700
6636,h2d,1229600,double,153700
6637,h2d,1229600,double,153700
6638,h2d,1229600,double,153700
6639,h2d,1229600,double,153700
6640,h2d,1229600,double,153700
6641,h2d,1229600,double,153700
6642,h2d,1229600,double,153700
6643,h2d,1229600,double,153700
6644,h2d,1229600,double,153700
6645,d2h,2048,double,256
6646,d2h,2048,double,256
6647,d2h,2048,double,256
6648,d2h,2048,double,256
6649,d2h,2048,double,256
6650,h2d,1229600,double,153700
6651,h2d,1229600,double,153700
6652,h2d,1229600,double,153700
6653,h2d,1229600,double,153700
6654,h2d,1229600,double,153700
6655,h2d,1229600,double,153700
6656,h2d,1229600,double,153700
6657,h2d,1229600,double,153700
6658,d2h,2048,double,256
6659,h2d,1229600,double,153700
6660,h2d,1229600,double,153700
6661,h2d,1229600,double,153700
6662,h2d,1229600,double,153700
6663,h2d,1229600,double,153700
6664,h2d,1229600,double,153700
6665,h2d,1229600,double,153700
6666,h2d,1229600,double,153700
6667,h2d,1229600,double,153700
6668,h2d,1229600,double,153700
6669,h2d,1229600,double,153700
6670,h2d,1229600,double,153700
6671,h2d,1229600,double,153700
6672,h2d,1229600,double,153700
6673,h2d,1229600,double,153700
6674,h2d,1229600,double,153700
6675,h2d,1229600,double,153700
6676,h2d,1229600,double,153700
6677,h2d,1229600,double,153700
6678,h2d,1229600,double,153700
6679,h2d,1229600,double,153700
6680,h2d,1229600,double,153700
6681,h2d,1229600,double,153700
6682,h2d,1229600,double,153700
6683,d2h,2048,double,256
6684,h2d,1229600,double,153700
6685,h2d,1229600,double,153700
6686,h2d,1229600,double,153700
6687,h2d,1229600,double,153700
6688,h2d,1229600,double,153700
6689,h2d,1229600,double,153700
6690,h2d,1229600,double,153700
6691,h2d,1229600,double,153700
6692,h2d,1229600,double,153700
6693,h2d,1229600,double,153700
6694,h2d,1229600,double,153700
6695,h2d,1229600,double,153700
6696,h2d,1229600,double,153700
6697,h2d,1229600,double,153700
6698,h2d,1229600,double,153700
6699,h2d,1229600,double,153700
6700,h2d,1229600,double,153700
6701,h2d,1229600,double,153700
6702,h2d,1229600,double,153700
6703,h2d,1229600,double,153700
6704,h2d,1229600,double,153700
6705,h2d,1229600,double,153700
6706,h2d,1229600,double,153700
6707,h2d,1229600,double,153700
6708,d2h,2048,double,256
6709,h2d,1229600,double,153700
6710,h2d,1229600,double,153700
6711,h2d,1229600,double,153700
6712,h2d,1229600,double,153700
6713,h2d,1229600,double,153700
6714,h2d,1229600,double,153700
6715,h2d,1229600,double,153700
6716,h2d,1229600,double,153700
6717,h2d,1229600,double,153700
6718,h2d,1229600,double,153700
6719,h2d,1229600,double,153700
6720,h2d,1229600,double,153700
6721,h2d,1229600,double,153700
6722,h2d,1229600,double,153700
6723,h2d,1229600,double,153700
6724,h2d,1229600,double,153700
6725,h2d,1229600,double,153700
6726,h2d,1229600,double,153700
6727,h2d,1229600,double,153700
6728,h2d,1229600,double,153700
6729,h2d,1229600,double,153700
6730,h2d,1229600,double,153700
6731,h2d,1229600,double,153700
6732,h2d,1229600,double,153700
6733,d2h,2048,double,256
6734,h2d,1229600,double,153700
6735,h2d,1229600,double,153700
6736,h2d,1229600,double,153700
6737,h2d,1229600,double,153700
6738,h2d,1229600,double,153700
6739,h2d,1229600,double,153700
6740,h2d,1229600,double,153700
6741,h2d,1229600,double,153700
6742,h2d,1229600,double,153700
6743,h2d,1229600,double,153700
6744,h2d,1229600,double,153700
6745,h2d,1229600,double,153700
6746,h2d,1229600,double,153700
6747,h2d,1229600,double,153700
6748,h2d,1229600,double,153700
6749,h2d,1229600,double,153700
6750,h2d,1229600,double,153700
6751,h2d,1229600,double,153700
6752,h2d,1229600,double,153700
6753,h2d,1229600,double,153700
6754,h2d,1229600,double,153700
6755,h2d,1229600,double,153700
6756,h2d,1229600,double,153700
6757,h2d,1229600,double,153700
6758,d2h,2048,double,256
6759,h2d,1229600,double,153700
6760,h2d,1229600,double,153700
6761,h2d,1229600,double,153700
6762,h2d,1229600,double,153700
6763,h2d,1229600,double,153700
6764,h2d,1229600,double,153700
6765,h2d,1229600,double,153700
6766,h2d,1229600,double,153700
6767,h2d,1229600,double,153700
6768,h2d,1229600,double,153700
6769,h2d,1229600,double,153700
6770,h2d,1229600,double,153700
6771,h2d,1229600,double,153700
6772,h2d,1229600,double,153700
6773,h2d,1229600,double,153700
6774,h2d,1229600,double,153700
6775,h2d,1229600,double,153700
6776,h2d,1229600,double,153700
6777,h2d,1229600,double,153700
6778,h2d,1229600,double,153700
6779,h2d,1229600,double,153700
6780,h2d,1229600,double,153700
6781,h2d,1229600,double,153700
6782,h2d,1229600,double,153700
6783,d2h,2048,double,256
6784,h2d,1229600,double,153700
6785,h2d,1229600,double,153700
6786,h2d,1229600,double,153700
6787,h2d,1229600,double,153700
6788,h2d,1229600,double,153700
6789,h2d,1229600,double,153700
6790,h2d,1229600,double,153700
6791,h2d,1229600,double,153700
6792,h2d,1229600,double,153700
6793,h2d,1229600,double,153700
6794,h2d,1229600,double,153700
6795,h2d,1229600,double,153700
6796,h2d,1229600,double,153700
6797,h2d,1229600,double,153700
6798,h2d,1229600,double,153700
6799,h2d,1229600,double,153700
6800,h2d,1229600,double,153700
6801,h2d,1229600,double,153700
6802,h2d,1229600,double,153700
6803,h2d,1229600,double,153700
6804,h2d,1229600,double,153700
6805,h2d,1229600,double,153700
6806,h2d,1229600,double,153700
6807,h2d,1229600,double,153700
6808,d2h,2048,double,256
6809,h2d,1229600,double,153700
6810,h2d,1229600,double,153700
6811,h2d,1229600,double,153700
6812,h2d,1229600,double,153700
6813,h2d,1229600,double,153700
6814,h2d,1229600,double,153700
6815,h2d,1229600,double,153700
6816,h2d,1229600,double,153700
6817,h2d,1229600,double,153700
6818,h2d,1229600,double,153700
6819,h2d,1229600,double,153700
6820,h2d,1229600,double,153700
6821,h2d,1229600,double,153700
6822,h2d,1229600,double,153700
6823,h2d,1229600,double,153700
6824,h2d,1229600,double,153700
6825,h2d,1229600,double,153700
6826,h2d,1229600,double,153700
6827,h2d,1229600,double,153700
6828,h2d,1229600,double,153700
6829,h2d,1229600,double,153700
6830,h2d,1229600,double,153700
6831,h2d,1229600,double,153700
6832,h2d,1229600,double,153700
6833,d2h,2048,double,256
6834,h2d,1229600,double,153700
6835,h2d,1229600,double,153700
6836,h2d,1229600,double,153700
6837,h2d,1229600,double,153700
6838,h2d,1229600,double,153700
6839,h2d,1229600,double,153700
6840,h2d,1229600,double,153700
6841,h2d,1229600,double,153700
6842,h2d,1229600,double,153700
6843,h2d,1229600,double,153700
6844,h2d,1229600,double,153700
6845,h2d,1229600,double,153700
6846,h2d,1229600,double,153700
6847,h2d,1229600,double,153700
6848,h2d,1229600,double,153700
6849,h2d,1229600,double,153700
6850,h2d,1229600,double,153700
6851,h2d,1229600,double,153700
6852,h2d,1229600,double,153700
6853,h2d,1229600,double,153700
6854,h2d,1229600,double,153700
6855,h2d,1229600,double,153700
6856,h2d,1229600,double,153700
6857,h2d,1229600,double,153700
6858,d2h,2048,double,256
6859,h2d,1229600,double,153700
6860,h2d,1229600,double,153700
6861,h2d,1229600,double,153700
6862,h2d,1229600,double,153700
6863,h2d,1229600,double,153700
6864,h2d,1229600,double,153700
6865,h2d,1229600,double,153700
6866,h2d,1229600,double,153700
6867,h2d,1229600,double,153700
6868,h2d,1229600,double,153700
6869,h2d,1229600,double,153700
6870,h2d,1229600,double,153700
6871,h2d,1229600,double,153700
6872,h2d,1229600,double,153700
6873,h2d,1229600,double,153700
6874,h2d,1229600,double,153700
6875,h2d,1229600,double,153700
6876,h2d,1229600,double,153700
6877,h2d,1229600,double,153700
6878,h2d,1229600,double,153700
6879,h2d,1229600,double,153700
6880,h2d,1229600,double,153700
6881,h2d,1229600,double,153700
6882,h2d,1229600,double,153700
6883,d2h,2048,double,256
6884,h2d,1229600,double,153700
6885,h2d,1229600,double,153700
6886,h2d,1229600,double,153700
6887,h2d,1229600,double,153700
6888,h2d,1229600,double,153700
6889,h2d,1229600,double,153700
6890,h2d,1229600,double,153700
6891,h2d,1229600,double,153700
6892,h2d,1229600,double,153700
6893,h2d,1229600,double,153700
6894,h2d,1229600,double,153700
6895,h2d,1229600,double,153700
6896,h2d,1229600,double,153700
6897,h2d,1229600,double,153700
6898,h2d,1229600,double,153700
6899,h2d,1229600,double,153700
6900,d2h,2048,double,256
6901,d2h,2048,double,256
6902,d2h,2048,double,256
6903,d2h,2048,double,256
6904,d2h,2048,double,256
6905,h2d,1229600,double,153700
6906,h2d,1229600,double,153700
6907,h2d,1229600,double,153700
6908,h2d,1229600,double,153700
6909,h2d,1229600,double,153700
6910,h2d,1229600,double,153700
6911,h2d,1229600,double,153700
6912,h2d,1229600,double,153700
6913,d2h,2048,double,256
6914,h2d,1229600,double,153700
6915,h2d,1229600,double,153700
6916,h2d,1229600,double,153700
6917,h2d,1229600,double,153700
6918,h2d,1229600,double,153700
6919,h2d,1229600,double,153700
6920,h2d,1229600,double,153700
6921,h2d,1229600,double,153700
6922,h2d,1229600,double,153700
6923,h2d,1229600,double,153700
6924,h2d,1229600,double,153700
6925,h2d,1229600,double,153700
6926,h2d,1229600,double,153700
6927,h2d,1229600,double,153700
6928,h2d,1229600,double,153700
6929,h2d,1229600,double,153700
6930,h2d,1229600,double,153700
6931,h2d,1229600,double,153700
6932,h2d,1229600,double,153700
6933,h2d,1229600,double,153700
6934,h2d,1229600,double,153700
6935,h2d,1229600,double,153700
6936,h2d,1229600,double,153700
6937,h2d,1229600,double,153700
6938,d2h,2048,double,256
6939,h2d,1229600,double,153700
6940,h2d,1229600,double,153700
6941,h2d,1229600,double,153700
6942,h2d,1229600,double,153700
6943,h2d,1229600,double,153700
6944,h2d,1229600,double,153700
6945,h2d,1229600,double,153700
6946,h2d,1229600,double,153700
6947,h2d,1229600,double,153700
6948,h2d,1229600,double,153700
6949,h2d,1229600,double,153700
6950,h2d,1229600,double,153700
6951,h2d,1229600,double,153700
6952,h2d,1229600,double,153700
6953,h2d,1229600,double,153700
6954,h2d,1229600,double,153700
6955,h2d,1229600,double,153700
6956,h2d,1229600,double,153700
6957,h2d,1229600,double,153700
6958,h2d,1229600,double,153700
6959,h2d,1229600,double,153700
6960,h2d,1229600,double,153700
6961,h2d,1229600,double,153700
6962,h2d,1229600,double,153700
6963,d2h,2048,double,256
6964,h2d,1229600,double,153700
6965,h2d,1229600,double,153700
6966,h2d,1229600,double,153700
6967,h2d,1229600,double,153700
6968,h2d,1229600,double,153700
6969,h2d,1229600,double,153700
6970,h2d,1229600,double,153700
6971,h2d,1229600,double,153700
6972,h2d,1229600,double,153700
6973,h2d,1229600,double,153700
6974,h2d,1229600,double,153700
6975,h2d,1229600,double,153700
6976,h2d,1229600,double,153700
6977,h2d,1229600,double,153700
6978,h2d,1229600,double,153700
6979,h2d,1229600,double,153700
6980,h2d,1229600,double,153700
6981,h2d,1229600,double,153700
6982,h2d,1229600,double,153700
6983,h2d,1229600,double,153700
6984,h2d,1229600,double,153700
6985,h2d,1229600,double,153700
6986,h2d,1229600,double,153700
6987,h2d,1229600,double,153700
6988,d2h,2048,double,256
6989,h2d,1229600,double,153700
6990,h2d,1229600,double,153700
6991,h2d,1229600,double,153700
6992,h2d,1229600,double,153700
6993,h2d,1229600,double,153700
6994,h2d,1229600,double,153700
6995,h2d,1229600,double,153700
6996,h2d,1229600,double,153700
6997,h2d,1229600,double,153700
6998,h2d,1229600,double,153700
6999,h2d,1229600,double,153700
7000,h2d,1229600,double,153700
7001,h2d,1229600,double,153700
7002,h2d,1229600,double,153700
7003,h2d,1229600,double,153700
7004,h2d,1229600,double,153700
7005,h2d,1229600,double,153700
7006,h2d,1229600,double,153700
7007,h2d,1229600,double,153700
7008,h2d,1229600,double,153700
7009,h2d,1229600,double,153700
7010,h2d,1229600,double,153700
7011,h2d,1229600,double,153700
7012,h2d,1229600,double,153700
7013,d2h,2048,double,256
7014,h2d,1229600,double,153700
7015,h2d,1229600,double,153700
7016,h2d,1229600,double,153700
7017,h2d,1229600,double,153700
7018,h2d,1229600,double,153700
7019,h2d,1229600,double,153700
7020,h2d,1229600,double,153700
7021,h2d,1229600,double,153700
7022,h2d,1229600,double,153700
7023,h2d,1229600,double,153700
7024,h2d,1229600,double,153700
7025,h2d,1229600,double,153700
7026,h2d,1229600,double,153700
7027,h2d,1229600,double,153700
7028,h2d,1229600,double,153700
7029,h2d,1229600,double,153700
7030,h2d,1229600,double,153700
7031,h2d,1229600,double,153700
7032,h2d,1229600,double,153700
7033,h2d,1229600,double,153700
7034,h2d,1229600,double,153700
7035,h2d,1229600,double,153700
7036,h2d,1229600,double,153700
7037,h2d,1229600,double,153700
7038,d2h,2048,double,256
7039,h2d,1229600,double,153700
7040,h2d,1229600,double,153700
7041,h2d,1229600,double,153700
7042,h2d,1229600,double,153700
7043,h2d,1229600,double,153700
7044,h2d,1229600,double,153700
7045,h2d,1229600,double,153700
7046,h2d,1229600,double,153700
7047,h2d,1229600,double,153700
7048,h2d,1229600,double,153700
7049,h2d,1229600,double,153700
7050,h2d,1229600,double,153700
7051,h2d,1229600,double,153700
7052,h2d,1229600,double,153700
7053,h2d,1229600,double,153700
7054,h2d,1229600,double,153700
7055,h2d,1229600,double,153700
7056,h2d,1229600,double,153700
7057,h2d,1229600,double,153700
7058,h2d,1229600,double,153700
7059,h2d,1229600,double,153700
7060,h2d,1229600,double,153700
7061,h2d,1229600,double,153700
7062,h2d,1229600,double,153700
7063,d2h,2048,double,256
7064,h2d,1229600,double,153700
7065,h2d,1229600,double,153700
7066,h2d,1229600,double,153700
7067,h2d,1229600,double,153700
7068,h2d,1229600,double,153700
7069,h2d,1229600,double,153700
7070,h2d,1229600,double,153700
7071,h2d,1229600,double,153700
7072,h2d,1229600,double,153700
7073,h2d,1229600,double,153700
7074,h2d,1229600,double,153700
7075,h2d,1229600,double,153700
7076,h2d,1229600,double,153700
7077,h2d,1229600,double,153700
7078,h2d,1229600,double,153700
7079,h2d,1229600,double,153700
7080,h2d,1229600,double,153700
7081,h2d,1229600,double,153700
7082,h2d,1229600,double,153700
7083,h2d,1229600,double,153700
7084,h2d,1229600,double,153700
7085,h2d,1229600,double,153700
7086,h2d,1229600,double,153700
7087,h2d,1229600,double,153700
7088,d2h,2048,double,256
7089,h2d,1229600,double,153700
7090,h2d,1229600,double,153700
7091,h2d,1229600,double,153700
7092,h2d,1229600,double,153700
7093,h2d,1229600,double,153700
7094,h2d,1229600,double,153700
7095,h2d,1229600,double,153700
7096,h2d,1229600,double,153700
7097,h2d,1229600,double,153700
7098,h2d,1229600,double,153700
7099,h2d,1229600,double,153700
7100,h2d,1229600,double,153700
7101,h2d,1229600,double,153700
7102,h2d,1229600,double,153700
7103,h2d,1229600,double,153700
7104,h2d,1229600,double,153700
7105,h2d,1229600,double,153700
7106,h2d,1229600,double,153700
7107,h2d,1229600,double,153700
7108,h2d,1229600,double,153700
7109,h2d,1229600,double,153700
7110,h2d,1229600,double,153700
7111,h2d,1229600,double,153700
7112,h2d,1229600,double,153700
7113,d2h,2048,double,256
7114,h2d,1229600,double,153700
7115,h2d,1229600,double,153700
7116,h2d,1229600,double,153700
7117,h2d,1229600,double,153700
7118,h2d,1229600,double,153700
7119,h2d,1229600,double,153700
7120,h2d,1229600,double,153700
7121,h2d,1229600,double,153700
7122,h2d,1229600,double,153700
7123,h2d,1229600,double,153700
7124,h2d,1229600,double,153700
7125,h2d,1229600,double,153700
7126,h2d,1229600,double,153700
7127,h2d,1229600,double,153700
7128,h2d,1229600,double,153700
7129,h2d,1229600,double,153700
7130,h2d,1229600,double,153700
7131,h2d,1229600,double,153700
7132,h2d,1229600,double,153700
7133,h2d,1229600,double,153700
7134,h2d,1229600,double,153700
7135,h2d,1229600,double,153700
7136,h2d,1229600,double,153700
7137,h2d,1229600,double,153700
7138,d2h,2048,double,256
7139,h2d,1229600,double,153700
7140,h2d,1229600,double,153700
7141,h2d,1229600,double,153700
7142,h2d,1229600,double,153700
7143,h2d,1229600,double,153700
7144,h2d,1229600,double,153700
7145,h2d,1229600,double,153700
7146,h2d,1229600,double,153700
7147,h2d,1229600,double,153700
7148,h2d,1229600,double,153700
7149,h2d,1229600,double,153700
7150,h2d,1229600,double,153700
7151,h2d,1229600,double,153700
7152,h2d,1229600,double,153700
7153,h2d,1229600,double,153700
7154,h2d,1229600,double,153700
7155,d2h,2048,double,256
7156,d2h,2048,double,256
7157,d2h,2048,double,256
7158,d2h,2048,double,256
7159,d2h,2048,double,256
7160,h2d,1229600,double,153700
7161,h2d,1229600,double,153700
7162,h2d,1229600,double,153700
7163,h2d,1229600,double,153700
7164,h2d,1229600,double,153700
7165,h2d,1229600,double,153700
7166,h2d,1229600,double,153700
7167,h2d,1229600,double,153700
7168,d2h,2048,double,256
7169,h2d,1229600,double,153700
7170,h2d,1229600,double,153700
7171,h2d,1229600,double,153700
7172,h2d,1229600,double,153700
7173,h2d,1229600,double,153700
7174,h2d,1229600,double,153700
7175,h2d,1229600,double,153700
7176,h2d,1229600,double,153700
7177,h2d,1229600,double,153700
7178,h2d,1229600,double,153700
7179,h2d,1229600,double,153700
7180,h2d,1229600,double,153700
7181,h2d,1229600,double,153700
7182,h2d,1229600,double,153700
7183,h2d,1229600,double,153700
7184,h2d,1229600,double,153700
7185,h2d,1229600,double,153700
7186,h2d,1229600,double,153700
7187,h2d,1229600,double,153700
7188,h2d,1229600,double,153700
7189,h2d,1229600,double,153700
7190,h2d,1229600,double,153700
7191,h2d,1229600,double,153700
7192,h2d,1229600,double,153700
7193,d2h,2048,double,256
7194,h2d,1229600,double,153700
7195,h2d,1229600,double,153700
7196,h2d,1229600,double,153700
7197,h2d,1229600,double,153700
7198,h2d,1229600,double,153700
7199,h2d,1229600,double,153700
7200,h2d,1229600,double,153700
7201,h2d,1229600,double,153700
7202,h2d,1229600,double,153700
7203,h2d,1229600,double,153700
7204,h2d,1229600,double,153700
7205,h2d,1229600,double,153700
7206,h2d,1229600,double,153700
7207,h2d,1229600,double,153700
7208,h2d,1229600,double,153700
7209,h2d,1229600,double,153700
7210,h2d,1229600,double,153700
7211,h2d,1229600,double,153700
7212,h2d,1229600,double,153700
7213,h2d,1229600,double,153700
7214,h2d,1229600,double,153700
7215,h2d,1229600,double,153700
7216,h2d,1229600,double,153700
7217,h2d,1229600,double,153700
7218,d2h,2048,double,256
7219,h2d,1229600,double,153700
7220,h2d,1229600,double,153700
7221,h2d,1229600,double,153700
7222,h2d,1229600,double,153700
7223,h2d,1229600,double,153700
7224,h2d,1229600,double,153700
7225,h2d,1229600,double,153700
7226,h2d,1229600,double,153700
7227,h2d,1229600,double,153700
7228,h2d,1229600,double,153700
7229,h2d,1229600,double,153700
7230,h2d,1229600,double,153700
7231,h2d,1229600,double,153700
7232,h2d,1229600,double,153700
7233,h2d,1229600,double,153700
7234,h2d,1229600,double,153700
7235,h2d,1229600,double,153700
7236,h2d,1229600,double,153700
7237,h2d,1229600,double,153700
7238,h2d,1229600,double,153700
7239,h2d,1229600,double,153700
7240,h2d,1229600,double,153700
7241,h2d,1229600,double,153700
7242,h2d,1229600,double,153700
7243,d2h,2048,double,256
7244,h2d,1229600,double,153700
7245,h2d,1229600,double,153700
7246,h2d,1229600,double,153700
7247,h2d,1229600,double,153700
7248,h2d,1229600,double,153700
7249,h2d,1229600,double,153700
7250,h2d,1229600,double,153700
7251,h2d,1229600,double,153700
7252,h2d,1229600,double,153700
7253,h2d,1229600,double,153700
7254,h2d,1229600,double,153700
7255,h2d,1229600,double,153700
7256,h2d,1229600,double,153700
7257,h2d,1229600,double,153700
7258,h2d,1229600,double,153700
7259,h2d,1229600,double,153700
7260,h2d,1229600,double,153700
7261,h2d,1229600,double,153700
7262,h2d,1229600,double,153700
7263,h2d,1229600,double,153700
7264,h2d,1229600,double,153700
7265,h2d,1229600,double,153700
7266,h2d,1229600,double,153700
7267,h2d,1229600,double,153700
7268,d2h,2048,double,256
7269,h2d,1229600,double,153700
7270,h2d,1229600,double,153700
7271,h2d,1229600,double,153700
7272,h2d,1229600,double,153700
7273,h2d,1229600,double,153700
7274,h2d,1229600,double,153700
7275,h2d,1229600,double,153700
7276,h2d,1229600,double,153700
7277,h2d,1229600,double,153700
7278,h2d,1229600,double,153700
7279,h2d,1229600,double,153700
7280,h2d,1229600,double,153700
7281,h2d,1229600,double,153700
7282,h2d,1229600,double,153700
7283,h2d,1229600,double,153700
7284,h2d,1229600,double,153700
7285,h2d,1229600,double,153700
7286,h2d,1229600,double,153700
7287,h2d,1229600,double,153700
7288,h2d,1229600,double,153700
7289,h2d,1229600,double,153700
7290,h2d,1229600,double,153700
7291,h2d,1229600,double,153700
7292,h2d,1229600,double,153700
7293,d2h,2048,double,256
7294,h2d,1229600,double,153700
7295,h2d,1229600,double,153700
7296,h2d,1229600,double,153700
7297,h2d,1229600,double,153700
7298,h2d,1229600,double,153700
7299,h2d,1229600,double,153700
7300,h2d,1229600,double,153700
7301,h2d,1229600,double,153700
7302,h2d,1229600,double,153700
7303,h2d,1229600,double,153700
7304,h2d,1229600,double,153700
7305,h2d,1229600,double,153700
7306,h2d,1229600,double,153700
7307,h2d,1229600,double,153700
7308,h2d,1229600,double,153700
7309,h2d,1229600,double,153700
7310,h2d,1229600,double,153700
7311,h2d,1229600,double,153700
7312,h2d,1229600,double,153700
7313,h2d,1229600,double,153700
7314,h2d,1229600,double,153700
7315,h2d,1229600,double,153700
7316,h2d,1229600,double,153700
7317,h2d,1229600,double,153700
7318,d2h,2048,double,256
7319,h2d,1229600,double,153700
7320,h2d,1229600,double,153700
7321,h2d,1229600,double,153700
7322,h2d,1229600,double,153700
7323,h2d,1229600,double,153700
7324,h2d,1229600,double,153700
7325,h2d,1229600,double,153700
7326,h2d,1229600,double,153700
7327,h2d,1229600,double,153700
7328,h2d,1229600,double,153700
7329,h2d,1229600,double,153700
7330,h2d,1229600,double,153700
7331,h2d,1229600,double,153700
7332,h2d,1229600,double,153700
7333,h2d,1229600,double,153700
7334,h2d,1229600,double,153700
7335,h2d,1229600,double,153700
7336,h2d,1229600,double,153700
7337,h2d,1229600,double,153700
7338,h2d,1229600,double,153700
7339,h2d,1229600,double,153700
7340,h2d,1229600,double,153700
7341,h2d,1229600,double,153700
7342,h2d,1229600,double,153700
7343,d2h,2048,double,256
7344,h2d,1229600,double,153700
7345,h2d,1229600,double,153700
7346,h2d,1229600,double,153700
7347,h2d,1229600,double,153700
7348,h2d,1229600,double,153700
7349,h2d,1229600,double,153700
7350,h2d,1229600,double,153700
7351,h2d,1229600,double,153700
7352,h2d,1229600,double,153700
7353,h2d,1229600,double,153700
7354,h2d,1229600,double,153700
7355,h2d,1229600,double,153700
7356,h2d,1229600,double,153700
7357,h2d,1229600,double,153700
7358,h2d,1229600,double,153700
7359,h2d,1229600,double,153700
7360,h2d,1229600,double,153700
7361,h2d,1229600,double,153700
7362,h2d,1229600,double,153700
7363,h2d,1229600,double,153700
7364,h2d,1229600,double,153700
7365,h2d,1229600,double,153700
7366,h2d,1229600,double,153700
7367,h2d,1229600,double,153700
7368,d2h,2048,double,256
7369,h2d,1229600,double,153700
7370,h2d,1229600,double,153700
7371,h2d,1229600,double,153700
7372,h2d,1229600,double,153700
7373,h2d,1229600,double,153700
7374,h2d,1229600,double,153700
7375,h2d,1229600,double,153700
7376,h2d,1229600,double,153700
7377,h2d,1229600,double,153700
7378,h2d,1229600,double,153700
7379,h2d,1229600,double,153700
7380,h2d,1229600,double,153700
7381,h2d,1229600,double,153700
7382,h2d,1229600,double,153700
7383,h2d,1229600,double,153700
7384,h2d,1229600,double,153700
7385,h2d,1229600,double,153700
7386,h2d,1229600,double,153700
7387,h2d,1229600,double,153700
7388,h2d,1229600,double,153700
7389,h2d,1229600,double,153700
7390,h2d,1229600,double,153700
7391,h2d,1229600,double,153700
7392,h2d,1229600,double,153700
7393,d2h,2048,double,256
7394,h2d,1229600,double,153700
7395,h2d,1229600,double,153700
7396,h2d,1229600,double,153700
7397,h2d,1229600,double,153700
7398,h2d,1229600,double,153700
7399,h2d,1229600,double,153700
7400,h2d,1229600,double,153700
7401,h2d,1229600,double,153700
7402,h2d,1229600,double,153700
7403,h2d,1229600,double,153700
7404,h2d,1229600,double,153700
7405,h2d,1229600,double,153700
7406,h2d,1229600,double,153700
7407,h2d,1229600,double,153700
7408,h2d,1229600,double,153700
7409,h2d,1229600,double,153700
7410,d2h,2048,double,256
7411,d2h,2048,double,256
7412,d2h,2048,double,256
7413,d2h,2048,double,256
7414,d2h,2048,double,256
7415,h2d,1229600,double,153700
7416,h2d,1229600,double,153700
7417,h2d,1229600,double,153700
7418,h2d,1229600,double,153700
7419,h2d,1229600,double,153700
