index,type,size,datatype,number of elements
24439,h2d,1229600,double,153700
24440,h2d,1229600,double,153700
24441,h2d,1229600,double,153700
24442,h2d,1229600,double,153700
24443,h2d,1229600,double,153700
24444,h2d,1229600,double,153700
24445,h2d,1229600,double,153700
24446,h2d,1229600,double,153700
24447,h2d,1229600,double,153700
24448,h2d,1229600,double,153700
24449,h2d,1229600,double,153700
24450,h2d,1229600,double,153700
24451,h2d,1229600,double,153700
24452,h2d,1229600,double,153700
24453,d2h,2048,double,256
24454,h2d,1229600,double,153700
24455,h2d,1229600,double,153700
24456,h2d,1229600,double,153700
24457,h2d,1229600,double,153700
24458,h2d,1229600,double,153700
24459,h2d,1229600,double,153700
24460,h2d,1229600,double,153700
24461,h2d,1229600,double,153700
24462,h2d,1229600,double,153700
24463,h2d,1229600,double,153700
24464,h2d,1229600,double,153700
24465,h2d,1229600,double,153700
24466,h2d,1229600,double,153700
24467,h2d,1229600,double,153700
24468,h2d,1229600,double,153700
24469,h2d,1229600,double,153700
24470,h2d,1229600,double,153700
24471,h2d,1229600,double,153700
24472,h2d,1229600,double,153700
24473,h2d,1229600,double,153700
24474,h2d,1229600,double,153700
24475,h2d,1229600,double,153700
24476,h2d,1229600,double,153700
24477,h2d,1229600,double,153700
24478,d2h,2048,double,256
24479,h2d,1229600,double,153700
24480,h2d,1229600,double,153700
24481,h2d,1229600,double,153700
24482,h2d,1229600,double,153700
24483,h2d,1229600,double,153700
24484,h2d,1229600,double,153700
24485,h2d,1229600,double,153700
24486,h2d,1229600,double,153700
24487,h2d,1229600,double,153700
24488,h2d,1229600,double,153700
24489,h2d,1229600,double,153700
24490,h2d,1229600,double,153700
24491,h2d,1229600,double,153700
24492,h2d,1229600,double,153700
24493,h2d,1229600,double,153700
24494,h2d,1229600,double,153700
24495,d2h,2048,double,256
24496,d2h,2048,double,256
24497,d2h,2048,double,256
24498,d2h,2048,double,256
24499,d2h,2048,double,256
24500,h2d,1229600,double,153700
24501,h2d,1229600,double,153700
24502,h2d,1229600,double,153700
24503,h2d,1229600,double,153700
24504,h2d,1229600,double,153700
24505,h2d,1229600,double,153700
24506,h2d,1229600,double,153700
24507,h2d,1229600,double,153700
24508,d2h,2048,double,256
24509,h2d,1229600,double,153700
24510,h2d,1229600,double,153700
24511,h2d,1229600,double,153700
24512,h2d,1229600,double,153700
24513,h2d,1229600,double,153700
24514,h2d,1229600,double,153700
24515,h2d,1229600,double,153700
24516,h2d,1229600,double,153700
24517,h2d,1229600,double,153700
24518,h2d,1229600,double,153700
24519,h2d,1229600,double,153700
24520,h2d,1229600,double,153700
24521,h2d,1229600,double,153700
24522,h2d,1229600,double,153700
24523,h2d,1229600,double,153700
24524,h2d,1229600,double,153700
24525,h2d,1229600,double,153700
24526,h2d,1229600,double,153700
24527,h2d,1229600,double,153700
24528,h2d,1229600,double,153700
24529,h2d,1229600,double,153700
24530,h2d,1229600,double,153700
24531,h2d,1229600,double,153700
24532,h2d,1229600,double,153700
24533,d2h,2048,double,256
24534,h2d,1229600,double,153700
24535,h2d,1229600,double,153700
24536,h2d,1229600,double,153700
24537,h2d,1229600,double,153700
24538,h2d,1229600,double,153700
24539,h2d,1229600,double,153700
24540,h2d,1229600,double,153700
24541,h2d,1229600,double,153700
24542,h2d,1229600,double,153700
24543,h2d,1229600,double,153700
24544,h2d,1229600,double,153700
24545,h2d,1229600,double,153700
24546,h2d,1229600,double,153700
24547,h2d,1229600,double,153700
24548,h2d,1229600,double,153700
24549,h2d,1229600,double,153700
24550,h2d,1229600,double,153700
24551,h2d,1229600,double,153700
24552,h2d,1229600,double,153700
24553,h2d,1229600,double,153700
24554,h2d,1229600,double,153700
24555,h2d,1229600,double,153700
24556,h2d,1229600,double,153700
24557,h2d,1229600,double,153700
24558,d2h,2048,double,256
24559,h2d,1229600,double,153700
24560,h2d,1229600,double,153700
24561,h2d,1229600,double,153700
24562,h2d,1229600,double,153700
24563,h2d,1229600,double,153700
24564,h2d,1229600,double,153700
24565,h2d,1229600,double,153700
24566,h2d,1229600,double,153700
24567,h2d,1229600,double,153700
24568,h2d,1229600,double,153700
24569,h2d,1229600,double,153700
24570,h2d,1229600,double,153700
24571,h2d,1229600,double,153700
24572,h2d,1229600,double,153700
24573,h2d,1229600,double,153700
24574,h2d,1229600,double,153700
24575,h2d,1229600,double,153700
24576,h2d,1229600,double,153700
24577,h2d,1229600,double,153700
24578,h2d,1229600,double,153700
24579,h2d,1229600,double,153700
24580,h2d,1229600,double,153700
24581,h2d,1229600,double,153700
24582,h2d,1229600,double,153700
24583,d2h,2048,double,256
24584,h2d,1229600,double,153700
24585,h2d,1229600,double,153700
24586,h2d,1229600,double,153700
24587,h2d,1229600,double,153700
24588,h2d,1229600,double,153700
24589,h2d,1229600,double,153700
24590,h2d,1229600,double,153700
24591,h2d,1229600,double,153700
24592,h2d,1229600,double,153700
24593,h2d,1229600,double,153700
24594,h2d,1229600,double,153700
24595,h2d,1229600,double,153700
24596,h2d,1229600,double,153700
24597,h2d,1229600,double,153700
24598,h2d,1229600,double,153700
24599,h2d,1229600,double,153700
24600,h2d,1229600,double,153700
24601,h2d,1229600,double,153700
24602,h2d,1229600,double,153700
24603,h2d,1229600,double,153700
24604,h2d,1229600,double,153700
24605,h2d,1229600,double,153700
24606,h2d,1229600,double,153700
24607,h2d,1229600,double,153700
24608,d2h,2048,double,256
24609,h2d,1229600,double,153700
24610,h2d,1229600,double,153700
24611,h2d,1229600,double,153700
24612,h2d,1229600,double,153700
24613,h2d,1229600,double,153700
24614,h2d,1229600,double,153700
24615,h2d,1229600,double,153700
24616,h2d,1229600,double,153700
24617,h2d,1229600,double,153700
24618,h2d,1229600,double,153700
24619,h2d,1229600,double,153700
24620,h2d,1229600,double,153700
24621,h2d,1229600,double,153700
24622,h2d,1229600,double,153700
24623,h2d,1229600,double,153700
24624,h2d,1229600,double,153700
24625,h2d,1229600,double,153700
24626,h2d,1229600,double,153700
24627,h2d,1229600,double,153700
24628,h2d,1229600,double,153700
24629,h2d,1229600,double,153700
24630,h2d,1229600,double,153700
24631,h2d,1229600,double,153700
24632,h2d,1229600,double,153700
24633,d2h,2048,double,256
24634,h2d,1229600,double,153700
24635,h2d,1229600,double,153700
24636,h2d,1229600,double,153700
24637,h2d,1229600,double,153700
24638,h2d,1229600,double,153700
24639,h2d,1229600,double,153700
24640,h2d,1229600,double,153700
24641,h2d,1229600,double,153700
24642,h2d,1229600,double,153700
24643,h2d,1229600,double,153700
24644,h2d,1229600,double,153700
24645,h2d,1229600,double,153700
24646,h2d,1229600,double,153700
24647,h2d,1229600,double,153700
24648,h2d,1229600,double,153700
24649,h2d,1229600,double,153700
24650,h2d,1229600,double,153700
24651,h2d,1229600,double,153700
24652,h2d,1229600,double,153700
24653,h2d,1229600,double,153700
24654,h2d,1229600,double,153700
24655,h2d,1229600,double,153700
24656,h2d,1229600,double,153700
24657,h2d,1229600,double,153700
24658,d2h,2048,double,256
24659,h2d,1229600,double,153700
24660,h2d,1229600,double,153700
24661,h2d,1229600,double,153700
24662,h2d,1229600,double,153700
24663,h2d,1229600,double,153700
24664,h2d,1229600,double,153700
24665,h2d,1229600,double,153700
24666,h2d,1229600,double,153700
24667,h2d,1229600,double,153700
24668,h2d,1229600,double,153700
24669,h2d,1229600,double,153700
24670,h2d,1229600,double,153700
24671,h2d,1229600,double,153700
24672,h2d,1229600,double,153700
24673,h2d,1229600,double,153700
24674,h2d,1229600,double,153700
24675,h2d,1229600,double,153700
24676,h2d,1229600,double,153700
24677,h2d,1229600,double,153700
24678,h2d,1229600,double,153700
24679,h2d,1229600,double,153700
24680,h2d,1229600,double,153700
24681,h2d,1229600,double,153700
24682,h2d,1229600,double,153700
24683,d2h,2048,double,256
24684,h2d,1229600,double,153700
24685,h2d,1229600,double,153700
24686,h2d,1229600,double,153700
24687,h2d,1229600,double,153700
24688,h2d,1229600,double,153700
24689,h2d,1229600,double,153700
24690,h2d,1229600,double,153700
24691,h2d,1229600,double,153700
24692,h2d,1229600,double,153700
24693,h2d,1229600,double,153700
24694,h2d,1229600,double,153700
24695,h2d,1229600,double,153700
24696,h2d,1229600,double,153700
24697,h2d,1229600,double,153700
24698,h2d,1229600,double,153700
24699,h2d,1229600,double,153700
24700,h2d,1229600,double,153700
24701,h2d,1229600,double,153700
24702,h2d,1229600,double,153700
24703,h2d,1229600,double,153700
24704,h2d,1229600,double,153700
24705,h2d,1229600,double,153700
24706,h2d,1229600,double,153700
24707,h2d,1229600,double,153700
24708,d2h,2048,double,256
24709,h2d,1229600,double,153700
24710,h2d,1229600,double,153700
24711,h2d,1229600,double,153700
24712,h2d,1229600,double,153700
24713,h2d,1229600,double,153700
24714,h2d,1229600,double,153700
24715,h2d,1229600,double,153700
24716,h2d,1229600,double,153700
24717,h2d,1229600,double,153700
24718,h2d,1229600,double,153700
24719,h2d,1229600,double,153700
24720,h2d,1229600,double,153700
24721,h2d,1229600,double,153700
24722,h2d,1229600,double,153700
24723,h2d,1229600,double,153700
24724,h2d,1229600,double,153700
24725,h2d,1229600,double,153700
24726,h2d,1229600,double,153700
24727,h2d,1229600,double,153700
24728,h2d,1229600,double,153700
24729,h2d,1229600,double,153700
24730,h2d,1229600,double,153700
24731,h2d,1229600,double,153700
24732,h2d,1229600,double,153700
24733,d2h,2048,double,256
24734,h2d,1229600,double,153700
24735,h2d,1229600,double,153700
24736,h2d,1229600,double,153700
24737,h2d,1229600,double,153700
24738,h2d,1229600,double,153700
24739,h2d,1229600,double,153700
24740,h2d,1229600,double,153700
24741,h2d,1229600,double,153700
24742,h2d,1229600,double,153700
24743,h2d,1229600,double,153700
24744,h2d,1229600,double,153700
24745,h2d,1229600,double,153700
24746,h2d,1229600,double,153700
24747,h2d,1229600,double,153700
24748,h2d,1229600,double,153700
24749,h2d,1229600,double,153700
24750,d2h,2048,double,256
24751,d2h,2048,double,256
24752,d2h,2048,double,256
24753,d2h,2048,double,256
24754,d2h,2048,double,256
24755,h2d,1229600,double,153700
24756,h2d,1229600,double,153700
24757,h2d,1229600,double,153700
24758,h2d,1229600,double,153700
24759,h2d,1229600,double,153700
24760,h2d,1229600,double,153700
24761,h2d,1229600,double,153700
24762,h2d,1229600,double,153700
24763,d2h,2048,double,256
24764,h2d,1229600,double,153700
24765,h2d,1229600,double,153700
24766,h2d,1229600,double,153700
24767,h2d,1229600,double,153700
24768,h2d,1229600,double,153700
24769,h2d,1229600,double,153700
24770,h2d,1229600,double,153700
24771,h2d,1229600,double,153700
24772,h2d,1229600,double,153700
24773,h2d,1229600,double,153700
24774,h2d,1229600,double,153700
24775,h2d,1229600,double,153700
24776,h2d,1229600,double,153700
24777,h2d,1229600,double,153700
24778,h2d,1229600,double,153700
24779,h2d,1229600,double,153700
24780,h2d,1229600,double,153700
24781,h2d,1229600,double,153700
24782,h2d,1229600,double,153700
24783,h2d,1229600,double,153700
24784,h2d,1229600,double,153700
24785,h2d,1229600,double,153700
24786,h2d,1229600,double,153700
24787,h2d,1229600,double,153700
24788,d2h,2048,double,256
24789,h2d,1229600,double,153700
24790,h2d,1229600,double,153700
24791,h2d,1229600,double,153700
24792,h2d,1229600,double,153700
24793,h2d,1229600,double,153700
24794,h2d,1229600,double,153700
24795,h2d,1229600,double,153700
24796,h2d,1229600,double,153700
24797,h2d,1229600,double,153700
24798,h2d,1229600,double,153700
24799,h2d,1229600,double,153700
24800,h2d,1229600,double,153700
24801,h2d,1229600,double,153700
24802,h2d,1229600,double,153700
24803,h2d,1229600,double,153700
24804,h2d,1229600,double,153700
24805,h2d,1229600,double,153700
24806,h2d,1229600,double,153700
24807,h2d,1229600,double,153700
24808,h2d,1229600,double,153700
24809,h2d,1229600,double,153700
24810,h2d,1229600,double,153700
24811,h2d,1229600,double,153700
24812,h2d,1229600,double,153700
24813,d2h,2048,double,256
24814,h2d,1229600,double,153700
24815,h2d,1229600,double,153700
24816,h2d,1229600,double,153700
24817,h2d,1229600,double,153700
24818,h2d,1229600,double,153700
24819,h2d,1229600,double,153700
24820,h2d,1229600,double,153700
24821,h2d,1229600,double,153700
24822,h2d,1229600,double,153700
24823,h2d,1229600,double,153700
24824,h2d,1229600,double,153700
24825,h2d,1229600,double,153700
24826,h2d,1229600,double,153700
24827,h2d,1229600,double,153700
24828,h2d,1229600,double,153700
24829,h2d,1229600,double,153700
24830,h2d,1229600,double,153700
24831,h2d,1229600,double,153700
24832,h2d,1229600,double,153700
24833,h2d,1229600,double,153700
24834,h2d,1229600,double,153700
24835,h2d,1229600,double,153700
24836,h2d,1229600,double,153700
24837,h2d,1229600,double,153700
24838,d2h,2048,double,256
24839,h2d,1229600,double,153700
24840,h2d,1229600,double,153700
24841,h2d,1229600,double,153700
24842,h2d,1229600,double,153700
24843,h2d,1229600,double,153700
24844,h2d,1229600,double,153700
24845,h2d,1229600,double,153700
24846,h2d,1229600,double,153700
24847,h2d,1229600,double,153700
24848,h2d,1229600,double,153700
24849,h2d,1229600,double,153700
24850,h2d,1229600,double,153700
24851,h2d,1229600,double,153700
24852,h2d,1229600,double,153700
24853,h2d,1229600,double,153700
24854,h2d,1229600,double,153700
24855,h2d,1229600,double,153700
24856,h2d,1229600,double,153700
24857,h2d,1229600,double,153700
24858,h2d,1229600,double,153700
24859,h2d,1229600,double,153700
24860,h2d,1229600,double,153700
24861,h2d,1229600,double,153700
24862,h2d,1229600,double,153700
24863,d2h,2048,double,256
24864,h2d,1229600,double,153700
24865,h2d,1229600,double,153700
24866,h2d,1229600,double,153700
24867,h2d,1229600,double,153700
24868,h2d,1229600,double,153700
24869,h2d,1229600,double,153700
24870,h2d,1229600,double,153700
24871,h2d,1229600,double,153700
24872,h2d,1229600,double,153700
24873,h2d,1229600,double,153700
24874,h2d,1229600,double,153700
24875,h2d,1229600,double,153700
24876,h2d,1229600,double,153700
24877,h2d,1229600,double,153700
24878,h2d,1229600,double,153700
24879,h2d,1229600,double,153700
24880,h2d,1229600,double,153700
24881,h2d,1229600,double,153700
24882,h2d,1229600,double,153700
24883,h2d,1229600,double,153700
24884,h2d,1229600,double,153700
24885,h2d,1229600,double,153700
24886,h2d,1229600,double,153700
24887,h2d,1229600,double,153700
24888,d2h,2048,double,256
24889,h2d,1229600,double,153700
24890,h2d,1229600,double,153700
24891,h2d,1229600,double,153700
24892,h2d,1229600,double,153700
24893,h2d,1229600,double,153700
24894,h2d,1229600,double,153700
24895,h2d,1229600,double,153700
24896,h2d,1229600,double,153700
24897,h2d,1229600,double,153700
24898,h2d,1229600,double,153700
24899,h2d,1229600,double,153700
24900,h2d,1229600,double,153700
24901,h2d,1229600,double,153700
24902,h2d,1229600,double,153700
24903,h2d,1229600,double,153700
24904,h2d,1229600,double,153700
24905,h2d,1229600,double,153700
24906,h2d,1229600,double,153700
24907,h2d,1229600,double,153700
24908,h2d,1229600,double,153700
24909,h2d,1229600,double,153700
24910,h2d,1229600,double,153700
24911,h2d,1229600,double,153700
24912,h2d,1229600,double,153700
24913,d2h,2048,double,256
24914,h2d,1229600,double,153700
24915,h2d,1229600,double,153700
24916,h2d,1229600,double,153700
24917,h2d,1229600,double,153700
24918,h2d,1229600,double,153700
24919,h2d,1229600,double,153700
24920,h2d,1229600,double,153700
24921,h2d,1229600,double,153700
24922,h2d,1229600,double,153700
24923,h2d,1229600,double,153700
24924,h2d,1229600,double,153700
24925,h2d,1229600,double,153700
24926,h2d,1229600,double,153700
24927,h2d,1229600,double,153700
24928,h2d,1229600,double,153700
24929,h2d,1229600,double,153700
24930,h2d,1229600,double,153700
24931,h2d,1229600,double,153700
24932,h2d,1229600,double,153700
24933,h2d,1229600,double,153700
24934,h2d,1229600,double,153700
24935,h2d,1229600,double,153700
24936,h2d,1229600,double,153700
24937,h2d,1229600,double,153700
24938,d2h,2048,double,256
24939,h2d,1229600,double,153700
24940,h2d,1229600,double,153700
24941,h2d,1229600,double,153700
24942,h2d,1229600,double,153700
24943,h2d,1229600,double,153700
24944,h2d,1229600,double,153700
24945,h2d,1229600,double,153700
24946,h2d,1229600,double,153700
24947,h2d,1229600,double,153700
24948,h2d,1229600,double,153700
24949,h2d,1229600,double,153700
24950,h2d,1229600,double,153700
24951,h2d,1229600,double,153700
24952,h2d,1229600,double,153700
24953,h2d,1229600,double,153700
24954,h2d,1229600,double,153700
24955,h2d,1229600,double,153700
24956,h2d,1229600,double,153700
24957,h2d,1229600,double,153700
24958,h2d,1229600,double,153700
24959,h2d,1229600,double,153700
24960,h2d,1229600,double,153700
24961,h2d,1229600,double,153700
24962,h2d,1229600,double,153700
24963,d2h,2048,double,256
24964,h2d,1229600,double,153700
24965,h2d,1229600,double,153700
24966,h2d,1229600,double,153700
24967,h2d,1229600,double,153700
24968,h2d,1229600,double,153700
24969,h2d,1229600,double,153700
24970,h2d,1229600,double,153700
24971,h2d,1229600,double,153700
24972,h2d,1229600,double,153700
24973,h2d,1229600,double,153700
24974,h2d,1229600,double,153700
24975,h2d,1229600,double,153700
24976,h2d,1229600,double,153700
24977,h2d,1229600,double,153700
24978,h2d,1229600,double,153700
24979,h2d,1229600,double,153700
24980,h2d,1229600,double,153700
24981,h2d,1229600,double,153700
24982,h2d,1229600,double,153700
24983,h2d,1229600,double,153700
24984,h2d,1229600,double,153700
24985,h2d,1229600,double,153700
24986,h2d,1229600,double,153700
24987,h2d,1229600,double,153700
24988,d2h,2048,double,256
24989,h2d,1229600,double,153700
24990,h2d,1229600,double,153700
24991,h2d,1229600,double,153700
24992,h2d,1229600,double,153700
24993,h2d,1229600,double,153700
24994,h2d,1229600,double,153700
24995,h2d,1229600,double,153700
24996,h2d,1229600,double,153700
24997,h2d,1229600,double,153700
24998,h2d,1229600,double,153700
24999,h2d,1229600,double,153700
25000,h2d,1229600,double,153700
25001,h2d,1229600,double,153700
25002,h2d,1229600,double,153700
25003,h2d,1229600,double,153700
25004,h2d,1229600,double,153700
25005,d2h,2048,double,256
25006,d2h,2048,double,256
25007,d2h,2048,double,256
25008,d2h,2048,double,256
25009,d2h,2048,double,256
25010,h2d,1229600,double,153700
25011,h2d,1229600,double,153700
25012,h2d,1229600,double,153700
25013,h2d,1229600,double,153700
25014,h2d,1229600,double,153700
25015,h2d,1229600,double,153700
25016,h2d,1229600,double,153700
25017,h2d,1229600,double,153700
25018,d2h,2048,double,256
25019,h2d,1229600,double,153700
25020,h2d,1229600,double,153700
25021,h2d,1229600,double,153700
25022,h2d,1229600,double,153700
25023,h2d,1229600,double,153700
25024,h2d,1229600,double,153700
25025,h2d,1229600,double,153700
25026,h2d,1229600,double,153700
25027,h2d,1229600,double,153700
25028,h2d,1229600,double,153700
25029,h2d,1229600,double,153700
25030,h2d,1229600,double,153700
25031,h2d,1229600,double,153700
25032,h2d,1229600,double,153700
25033,h2d,1229600,double,153700
25034,h2d,1229600,double,153700
25035,h2d,1229600,double,153700
25036,h2d,1229600,double,153700
25037,h2d,1229600,double,153700
25038,h2d,1229600,double,153700
25039,h2d,1229600,double,153700
25040,h2d,1229600,double,153700
25041,h2d,1229600,double,153700
25042,h2d,1229600,double,153700
25043,d2h,2048,double,256
25044,h2d,1229600,double,153700
25045,h2d,1229600,double,153700
25046,h2d,1229600,double,153700
25047,h2d,1229600,double,153700
25048,h2d,1229600,double,153700
25049,h2d,1229600,double,153700
25050,h2d,1229600,double,153700
25051,h2d,1229600,double,153700
25052,h2d,1229600,double,153700
25053,h2d,1229600,double,153700
25054,h2d,1229600,double,153700
25055,h2d,1229600,double,153700
25056,h2d,1229600,double,153700
25057,h2d,1229600,double,153700
25058,h2d,1229600,double,153700
25059,h2d,1229600,double,153700
25060,h2d,1229600,double,153700
25061,h2d,1229600,double,153700
25062,h2d,1229600,double,153700
25063,h2d,1229600,double,153700
25064,h2d,1229600,double,153700
25065,h2d,1229600,double,153700
25066,h2d,1229600,double,153700
25067,h2d,1229600,double,153700
25068,d2h,2048,double,256
25069,h2d,1229600,double,153700
25070,h2d,1229600,double,153700
25071,h2d,1229600,double,153700
25072,h2d,1229600,double,153700
25073,h2d,1229600,double,153700
25074,h2d,1229600,double,153700
25075,h2d,1229600,double,153700
25076,h2d,1229600,double,153700
25077,h2d,1229600,double,153700
25078,h2d,1229600,double,153700
25079,h2d,1229600,double,153700
25080,h2d,1229600,double,153700
25081,h2d,1229600,double,153700
25082,h2d,1229600,double,153700
25083,h2d,1229600,double,153700
25084,h2d,1229600,double,153700
25085,h2d,1229600,double,153700
25086,h2d,1229600,double,153700
25087,h2d,1229600,double,153700
25088,h2d,1229600,double,153700
25089,h2d,1229600,double,153700
25090,h2d,1229600,double,153700
25091,h2d,1229600,double,153700
25092,h2d,1229600,double,153700
25093,d2h,2048,double,256
25094,h2d,1229600,double,153700
25095,h2d,1229600,double,153700
25096,h2d,1229600,double,153700
25097,h2d,1229600,double,153700
25098,h2d,1229600,double,153700
25099,h2d,1229600,double,153700
25100,h2d,1229600,double,153700
25101,h2d,1229600,double,153700
25102,h2d,1229600,double,153700
25103,h2d,1229600,double,153700
25104,h2d,1229600,double,153700
25105,h2d,1229600,double,153700
25106,h2d,1229600,double,153700
25107,h2d,1229600,double,153700
25108,h2d,1229600,double,153700
25109,h2d,1229600,double,153700
25110,h2d,1229600,double,153700
25111,h2d,1229600,double,153700
25112,h2d,1229600,double,153700
25113,h2d,1229600,double,153700
25114,h2d,1229600,double,153700
25115,h2d,1229600,double,153700
25116,h2d,1229600,double,153700
25117,h2d,1229600,double,153700
25118,d2h,2048,double,256
25119,h2d,1229600,double,153700
25120,h2d,1229600,double,153700
25121,h2d,1229600,double,153700
25122,h2d,1229600,double,153700
25123,h2d,1229600,double,153700
25124,h2d,1229600,double,153700
25125,h2d,1229600,double,153700
25126,h2d,1229600,double,153700
25127,h2d,1229600,double,153700
25128,h2d,1229600,double,153700
25129,h2d,1229600,double,153700
25130,h2d,1229600,double,153700
25131,h2d,1229600,double,153700
25132,h2d,1229600,double,153700
25133,h2d,1229600,double,153700
25134,h2d,1229600,double,153700
25135,h2d,1229600,double,153700
25136,h2d,1229600,double,153700
25137,h2d,1229600,double,153700
25138,h2d,1229600,double,153700
25139,h2d,1229600,double,153700
25140,h2d,1229600,double,153700
25141,h2d,1229600,double,153700
25142,h2d,1229600,double,153700
25143,d2h,2048,double,256
25144,h2d,1229600,double,153700
25145,h2d,1229600,double,153700
25146,h2d,1229600,double,153700
25147,h2d,1229600,double,153700
25148,h2d,1229600,double,153700
25149,h2d,1229600,double,153700
25150,h2d,1229600,double,153700
25151,h2d,1229600,double,153700
25152,h2d,1229600,double,153700
25153,h2d,1229600,double,153700
25154,h2d,1229600,double,153700
25155,h2d,1229600,double,153700
25156,h2d,1229600,double,153700
25157,h2d,1229600,double,153700
25158,h2d,1229600,double,153700
25159,h2d,1229600,double,153700
25160,h2d,1229600,double,153700
25161,h2d,1229600,double,153700
25162,h2d,1229600,double,153700
25163,h2d,1229600,double,153700
25164,h2d,1229600,double,153700
25165,h2d,1229600,double,153700
25166,h2d,1229600,double,153700
25167,h2d,1229600,double,153700
25168,d2h,2048,double,256
25169,h2d,1229600,double,153700
25170,h2d,1229600,double,153700
25171,h2d,1229600,double,153700
25172,h2d,1229600,double,153700
25173,h2d,1229600,double,153700
25174,h2d,1229600,double,153700
25175,h2d,1229600,double,153700
25176,h2d,1229600,double,153700
25177,h2d,1229600,double,153700
25178,h2d,1229600,double,153700
25179,h2d,1229600,double,153700
25180,h2d,1229600,double,153700
25181,h2d,1229600,double,153700
25182,h2d,1229600,double,153700
25183,h2d,1229600,double,153700
25184,h2d,1229600,double,153700
25185,h2d,1229600,double,153700
25186,h2d,1229600,double,153700
25187,h2d,1229600,double,153700
25188,h2d,1229600,double,153700
25189,h2d,1229600,double,153700
25190,h2d,1229600,double,153700
25191,h2d,1229600,double,153700
25192,h2d,1229600,double,153700
25193,d2h,2048,double,256
25194,h2d,1229600,double,153700
25195,h2d,1229600,double,153700
25196,h2d,1229600,double,153700
25197,h2d,1229600,double,153700
25198,h2d,1229600,double,153700
25199,h2d,1229600,double,153700
25200,h2d,1229600,double,153700
25201,h2d,1229600,double,153700
25202,h2d,1229600,double,153700
25203,h2d,1229600,double,153700
25204,h2d,1229600,double,153700
25205,h2d,1229600,double,153700
25206,h2d,1229600,double,153700
25207,h2d,1229600,double,153700
25208,h2d,1229600,double,153700
25209,h2d,1229600,double,153700
25210,h2d,1229600,double,153700
25211,h2d,1229600,double,153700
25212,h2d,1229600,double,153700
25213,h2d,1229600,double,153700
25214,h2d,1229600,double,153700
25215,h2d,1229600,double,153700
25216,h2d,1229600,double,153700
25217,h2d,1229600,double,153700
25218,d2h,2048,double,256
25219,h2d,1229600,double,153700
25220,h2d,1229600,double,153700
25221,h2d,1229600,double,153700
25222,h2d,1229600,double,153700
25223,h2d,1229600,double,153700
25224,h2d,1229600,double,153700
25225,h2d,1229600,double,153700
25226,h2d,1229600,double,153700
25227,h2d,1229600,double,153700
25228,h2d,1229600,double,153700
25229,h2d,1229600,double,153700
25230,h2d,1229600,double,153700
25231,h2d,1229600,double,153700
25232,h2d,1229600,double,153700
25233,h2d,1229600,double,153700
25234,h2d,1229600,double,153700
25235,h2d,1229600,double,153700
25236,h2d,1229600,double,153700
25237,h2d,1229600,double,153700
25238,h2d,1229600,double,153700
25239,h2d,1229600,double,153700
25240,h2d,1229600,double,153700
25241,h2d,1229600,double,153700
25242,h2d,1229600,double,153700
25243,d2h,2048,double,256
25244,h2d,1229600,double,153700
25245,h2d,1229600,double,153700
25246,h2d,1229600,double,153700
25247,h2d,1229600,double,153700
25248,h2d,1229600,double,153700
25249,h2d,1229600,double,153700
25250,h2d,1229600,double,153700
25251,h2d,1229600,double,153700
25252,h2d,1229600,double,153700
25253,h2d,1229600,double,153700
25254,h2d,1229600,double,153700
25255,h2d,1229600,double,153700
25256,h2d,1229600,double,153700
25257,h2d,1229600,double,153700
25258,h2d,1229600,double,153700
25259,h2d,1229600,double,153700
25260,d2h,2048,double,256
25261,d2h,2048,double,256
25262,d2h,2048,double,256
25263,d2h,2048,double,256
25264,d2h,2048,double,256
25265,h2d,1229600,double,153700
25266,h2d,1229600,double,153700
25267,h2d,1229600,double,153700
25268,h2d,1229600,double,153700
25269,h2d,1229600,double,153700
25270,h2d,1229600,double,153700
25271,h2d,1229600,double,153700
25272,h2d,1229600,double,153700
25273,d2h,2048,double,256
25274,h2d,1229600,double,153700
25275,h2d,1229600,double,153700
25276,h2d,1229600,double,153700
25277,h2d,1229600,double,153700
25278,h2d,1229600,double,153700
25279,h2d,1229600,double,153700
25280,h2d,1229600,double,153700
25281,h2d,1229600,double,153700
25282,h2d,1229600,double,153700
25283,h2d,1229600,double,153700
25284,h2d,1229600,double,153700
25285,h2d,1229600,double,153700
25286,h2d,1229600,double,153700
25287,h2d,1229600,double,153700
25288,h2d,1229600,double,153700
25289,h2d,1229600,double,153700
25290,h2d,1229600,double,153700
25291,h2d,1229600,double,153700
25292,h2d,1229600,double,153700
25293,h2d,1229600,double,153700
25294,h2d,1229600,double,153700
25295,h2d,1229600,double,153700
25296,h2d,1229600,double,153700
25297,h2d,1229600,double,153700
25298,d2h,2048,double,256
25299,h2d,1229600,double,153700
25300,h2d,1229600,double,153700
25301,h2d,1229600,double,153700
25302,h2d,1229600,double,153700
25303,h2d,1229600,double,153700
25304,h2d,1229600,double,153700
25305,h2d,1229600,double,153700
25306,h2d,1229600,double,153700
25307,h2d,1229600,double,153700
25308,h2d,1229600,double,153700
25309,h2d,1229600,double,153700
25310,h2d,1229600,double,153700
25311,h2d,1229600,double,153700
25312,h2d,1229600,double,153700
25313,h2d,1229600,double,153700
25314,h2d,1229600,double,153700
25315,h2d,1229600,double,153700
25316,h2d,1229600,double,153700
25317,h2d,1229600,double,153700
25318,h2d,1229600,double,153700
